"id","ciudad","municipio_id","ip","host","deleted_at","created_at","updated_at","searchtext","status","creado_por_id"
400,"ARTEAGA",35,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'arteag':1",False,1
401,"CASTAÑOS",37,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'castañ':1",False,1
402,"CIUDAD ACUÑA",33,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'acuñ':2 'ciud':1",False,1
403,"CIUDAD MELCHOR MÚZQUIZ",51,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'ciud':1 'melchor':2 'muzquiz':3",False,1
404,"CUATRO CIÉNEGAS DE CARRANZA",38,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'carranz':4 'cieneg':2 'cuatr':1",False,1
405,"FRANCISCO I. MADERO",40,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'francisc':1 'i':2 'mader':3",False,1
406,"FRONTERA",41,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'fronter':1",False,1
407,"MATAMOROS",48,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'matamor':1",False,1
408,"MONCLOVA",49,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'monclov':1",False,1
409,"MORELOS",50,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'morel':1",False,1
410,"NADADORES",52,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'nadador':1",False,1
411,"NAVA",53,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'nav':1",False,1
412,"NUEVA ROSITA",63,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'nuev':1 'rosit':2",False,1
413,"PARRAS DE LA FUENTE",55,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'fuent':4 'parr':1",False,1
414,"PIEDRAS NEGRAS",56,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'negr':2 'piedr':1",False,1
415,"RAMOS ARIZPE",58,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'arizp':2 'ram':1",False,1
416,"SABINAS",59,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'sabin':1",False,1
417,"SALTILLO",60,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'saltill':1",False,1
418,"SAN BUENAVENTURA",62,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'buenaventur':2 'san':1",False,1
419,"SAN PEDRO",64,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'pedr':2 'san':1",False,1
420,"TORREÓN",66,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'torreon':1",False,1
421,"VIESCA",67,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'viesc':1",False,1
422,"ZARAGOZA",69,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'zaragoz':1",False,1
423,"COLIMA",71,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'colim':1",False,1
424,"MANZANILLO",76,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'manzanill':1",False,1
425,"VILLA DE ÁLVAREZ",78,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'alvarez':3 'vill':1",False,1
426,"ARMERÍA",70,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'armer':1",False,1
427,"ACTOPAN",527,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'actop':1",False,1
428,"APAN",535,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'apan':1",False,1
429,"HUEJUTLA DE REYES",561,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'huejutl':1 'rey':3",False,1
430,"IXMIQUILPAN",564,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'ixmiquilp':1",False,1
431,"PACHUCA DE SOTO",594,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'pachuc':1 'sot':3",False,1
432,"SANTIAGO TULANTEPEC",605,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'santiag':1 'tulantepec':2",False,1
433,"TEPEAPULCO",613,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'tepeapulc':1",False,1
434,"FRAY BERNARDINO DE SAHAGÚN (CIUDAD SAHAGÚN)",613,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'bernardin':2 'ciud':5 'fray':1 'sahagun':4,6",False,1
435,"TEPEJI DEL RÍO DE OCAMPO",617,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'ocamp':5 'rio':3 'tepeji':1",False,1
436,"TIZAYUCA",622,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'tizayuc':1",False,1
437,"TLAXCOAPAN",627,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'tlaxcoap':1",False,1
438,"TULA DE ALLENDE",629,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'allend':3 'tul':1",False,1
439,"TULANCINGO",630,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'tulancing':1",False,1
440,"ZIMAPÁN",638,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'zimapan':1",False,1
441,"ACATLÁN DE JUÁREZ",642,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'acatlan':1 'juarez':3",False,1
442,"AHUALULCO DE MERCADO",645,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'ahualulc':1 'merc':3",False,1
443,"AMECA",650,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'amec':1",False,1
444,"ARANDAS",651,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'arand':1",False,1
445,"ATOTONILCO EL ALTO",658,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'alto':3 'atotonilc':1",False,1
446,"AUTLÁN DE NAVARRO",661,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'autlan':1 'navarr':3",False,1
447,"LA RESOLANA",671,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'resolan':2",False,1
448,"CHAPALA",673,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'chapal':1",False,1
449,"AJIJIC",673,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'ajijic':1",False,1
450,"CIHUATLÁN",677,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'cihuatlan':1",False,1
451,"COCULA",676,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'cocul':1",False,1
452,"COLOTLÁN",680,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'colotlan':1",False,1
453,"EL GRULLO",693,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'grull':2",False,1
454,"EL SALTO",696,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'salt':2",False,1
455,"SAN JOSÉ EL VERDE (EL VERDE)",696,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'jos':2 'san':1 'verd':4,6",False,1
456,"EL QUINCE (SAN JOSÉ EL QUINCE)",696,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'jos':4 'quinc':2,6 'san':3",False,1
457,"LAS PINTITAS",696,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'pintit':2",False,1
458,"ETZATLÁN",700,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'etzatlan':1",False,1
459,"GUADALAJARA",705,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'guadalaj':1",False,1
460,"HUEJUQUILLA EL ALTO",710,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'alto':3 'huejuquill':1",False,1
461,"JALOSTOTITLÁN",714,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'jalostotitlan':1",False,1
462,"JAMAY",715,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'jamay':1",False,1
463,"LA BARCA",724,"","",NULL,"2020-07-08 16:33:32","2020-07-08 16:33:32","'barc':2",False,1
464,"LAGOS DE MORENO",726,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'lag':1 'moren':3",False,1
465,"MAGADALENA",730,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'magadalen':1",False,1
466,"OCOTLÁN",740,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ocotlan':1",False,1
467,"PONCITLÁN",743,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'poncitlan':1",False,1
468,"SAN DIEGO DE ALEJANDRÍA",747,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'alejandr':4 'dieg':2 'san':1",False,1
469,"SAN IGNACIO CERRO GORDO",749,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'cerr':3 'gord':4 'ignaci':2 'san':1",False,1
470,"SAN JUAN DE LOS LAGOS",750,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'juan':2 'lag':5 'san':1",False,1
471,"SAN JULIÁN",753,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'julian':2 'san':1",False,1
472,"TLAQUEPAQUE",789,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tlaquepaqu':1",False,1
473,"SAYULA",765,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'sayul':1",False,1
474,"TALA",767,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tal':1",False,1
475,"TALPA DE ALLENDE",769,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'allend':3 'talp':1",False,1
476,"TAMAZULA DE GORDIANO",771,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'gordian':3 'tamazul':1",False,1
477,"TECALITLÁN",773,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tecalitlan':1",False,1
478,"TEOCALTICHE",778,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'teocaltich':1",False,1
479,"TEPATITLÁN DE MORELOS",781,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'morel':3 'tepatitlan':1",False,1
480,"TEQUILA",783,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tequil':1",False,1
481,"TLAJOMULCO DE ZÚÑIGA",788,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tlajomulc':1 'zuñig':3",False,1
482,"TONALÁ",793,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tonal':1",False,1
483,"TOTOTLÁN",800,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tototlan':1",False,1
484,"TUXPAN",804,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tuxp':1",False,1
485,"UNIÓN DE SAN ANTONIO",805,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'antoni':4 'san':3 'union':1",False,1
486,"VALLE DE GUADALUPE",808,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'guadalup':3 'vall':1",False,1
487,"VILLA HIDALGO",814,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'hidalg':2 'vill':1",False,1
488,"VILLA PURIFICACIÓN",815,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'purif':2 'vill':1",False,1
489,"YAHUALICA DE GONZÁLEZ GALLO",817,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'gall':4 'gonzalez':3 'yahual':1",False,1
490,"ZACOALCO DE TORRES",819,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'torr':3 'zacoalc':1",False,1
491,"ZAPOPAN",821,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'zapop':1",False,1
492,"ZAPOTILTIC",822,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'zapotiltic':1",False,1
493,"CIUDAD GUZMÁN",827,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ciud':1 'guzman':2",False,1
494,"ALMOLOYA DE JUÁREZ",832,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'almoloy':1 'juarez':3",False,1
495,"CAPULHUAC",853,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'capulhuac':1",False,1
496,"CHALCO DE DÍAZ COVARRUBIAS",863,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'chalc':1 'covarrubi':4 'diaz':3",False,1
497,"CHICOLOAPAN DE JUÁREZ",870,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'chicoloap':1 'juarez':3",False,1
498,"CHICONCUAC",872,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'chiconcuac':1",False,1
499,"CHIMALHUACÁN",873,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'chimalhuacan':1",False,1
500,"COACALCO DE BERRIOZABAL",855,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'berriozabal':3 'coacalc':1",False,1
501,"CUAUTITLÁN",861,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'cuautitlan':1",False,1
502,"CUAUTITLÁN IZCALLI",1052,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'cuautitlan':1 'izcalli':2",False,1
503,"ECATEPEC DE MORELOS",877,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ecatepec':1 'morel':3",False,1
504,"HUIXQUILUCAN",882,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'huixquiluc':1",False,1
505,"IXTAPALUCA",884,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ixtapaluc':1",False,1
506,"JUCHITEPEC DE MARIANO RIVAPALACIO",924,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'juchitepec':1 'marian':3 'rivapalaci':4",False,1
507,"LOS REYES ACAQUILPAN (LA PAZ)",960,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'acaquilp':3 'paz':5 'rey':2",False,1
508,"MELCHOR OCAMPO",928,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'melchor':1 'ocamp':2",False,1
509,"METEPEC",930,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'metepec':1",False,1
510,"NAUCALPAN DE JUÁREZ",935,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'juarez':3 'naucalp':1",False,1
511,"CIUDAD NEZAHUALCÓYOT",937,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ciud':1 'nezahualcoyot':2",False,1
512,"CIUDAD NICOLÁS ROMERO",943,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ciud':1 'nicolas':2 'romer':3",False,1
513,"OCOYOACAC",946,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ocoyoacac':1",False,1
514,"SAN MATEO ATENCO",971,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'atenc':3 'mate':2 'san':1",False,1
515,"TECÁMAC DE FELIPE VILLANUEVA",984,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'felip':3 'tecamac':1 'villanuev':4",False,1
516,"TEPOTZOTLÁN",1011,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tepotzotlan':1",False,1
517,"TEQUIXQUIAC",1013,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tequixquiac':1",False,1
518,"TEXCOCO DE MORA",1016,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'mor':3 'texcoc':1",False,1
519,"TLALNEPANTLA DE BAZ",1023,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'baz':3 'tlalnepantl':1",False,1
520,"TOLUCA DE LERDO",1027,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'lerd':3 'toluc':1",False,1
521,"SANTA MARIA TULTEPEC",1030,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'mari':2 'sant':1 'tultepec':3",False,1
522,"TULTITLÁN DE MARIANO ESCOBEDO",1032,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'escobed':4 'marian':3 'tultitlan':1",False,1
523,"VALLE DE CHALCO SOLIDARIDAD",1054,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'chalc':3 'solidar':4 'vall':1",False,1
524,"XONACATLÁN",1042,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'xonacatlan':1",False,1
525,"ZUMPANGO",1051,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'zumpang':1",False,1
526,"TECUALA",499,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tecual':1",False,1
527,"TEPIC",500,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tepic':1",False,1
528,"FRANCISCO I. MADERO (PUGA)",500,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'francisc':1 'i':2 'mader':3 'pug':4",False,1
529,"TUXPAN",501,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tuxp':1",False,1
530,"VILLA HIDALGO (EL NUEVO)",498,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'hidalg':2 'nuev':4 'vill':1",False,1
531,"ACAPONETA",483,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'acaponet':1",False,1
532,"COMPOSTELA",487,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'compostel':1",False,1
533,"LAS VARAS",487,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'var':2",False,1
534,"LA PEÑITA DE JALTEMBA",487,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'jaltemb':4 'peñit':2",False,1
535,"RUÍZ",494,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ruiz':1",False,1
536,"BUCERÍAS",486,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'buc':1",False,1
537,"SAN BLAS",495,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'blas':2 'san':1",False,1
538,"XALISCO",502,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'xalisc':1",False,1
539,"SAN PEDRO LAGUNILLAS",496,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'lagunill':3 'pedr':2 'san':1",False,1
540,"AHUACATLÁN",484,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ahuacatlan':1",False,1
541,"IXTLÁN DEL RÍO",490,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ixtlan':1 'rio':3",False,1
542,"JALA",491,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'jal':1",False,1
543,"ANÁHUAC",506,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'anahuac':1",False,1
544,"CIUDAD APODACA",507,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'apodac':2 'ciud':1",False,1
545,"CIÉNEGA DE FLORES",514,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'cieneg':1 'flor':3",False,1
546,"GARCÍA",520,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'garc':1",False,1
547,"CIUDAD GENERAL ESCOBEDO",522,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ciud':1 'escobed':3 'general':2",False,1
548,"GUADALUPE",533,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'guadalup':1",False,1
549,"HUALAHUISES",541,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'hualahuis':1",False,1
550,"CIUDAD BENITO JUÁREZ",575,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'benit':2 'ciud':1 'juarez':3",False,1
551,"LINARES",551,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'linar':1",False,1
552,"MONTEMORELOS",574,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'montemorel':1",False,1
553,"MONTERREY",575,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'monterrey':1",False,1
554,"CIUDAD SABINAS HIDALGO",582,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ciud':1 'hidalg':3 'sabin':2",False,1
555,"SAN NICOLÁS DE LOS GARZA",604,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'garz':5 'nicolas':2 'san':1",False,1
556,"SAN PEDRO GARZA GARCÍA",607,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'garc':4 'garz':3 'pedr':2 'san':1",False,1
557,"CIUDAD SANTA CATARINA",609,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'catarin':3 'ciud':1 'sant':2",False,1
558,"SANTIAGO",611,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'santiag':1",False,1
559,"AMOZOC",1895,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'amozoc':1",False,1
560,"CIUDAD SERDÁN",1956,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ciud':1 'serdan':2",False,1
561,"CUAUTLANCINGO",2007,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'cuautlancing':1",False,1
562,"HUAUCHINANGO",2035,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'huauchinang':1",False,1
563,"IZÚCAR DE MATAMOROS",2077,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'izuc':1 'matamor':3",False,1
564,"HEROICA PUEBLA DE ZARAGOZA",2163,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'heroic':1 'puebl':2 'zaragoz':4",False,1
565,"SAN ANDRÉS CHOLULA",2172,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'andres':2 'cholul':3 'san':1",False,1
566,"SAN MARTÍN TEXMELUCAN DE LABASTIDA",2185,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'labast':5 'martin':2 'san':1 'texmeluc':3",False,1
567,"SAN PEDRO CHOLULA",2193,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'cholul':3 'pedr':2 'san':1",False,1
568,"TECAMACHALCO",2220,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tecamachalc':1",False,1
569,"TEHUACÁN",2227,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tehuacan':1",False,1
570,"TEPEACA",2236,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tepeac':1",False,1
571,"TEZIUTLÁN",2255,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'teziutlan':1",False,1
572,"XICOTEPEC",2297,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'xicotepec':1",False,1
573,"ZACATLÁN",2308,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'zacatlan':1",False,1
574,"ANGOSTURA",2263,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'angostur':1",False,1
575,"CHOIX",2266,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'choix':1",False,1
576,"COSALÁ",2269,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'cosal':1",False,1
577,"CULIACÁN ROSALES",2271,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'culiacan':1 'rosal':2",False,1
578,"SAN BLAS",2272,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'blas':2 'san':1",False,1
579,"LA CRUZ",2274,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'cruz':2",False,1
580,"ESCUINAPA DE HIDALGO",2279,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'escuinap':1 'hidalg':3",False,1
581,"MAZATLÁN",2282,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'mazatlan':1",False,1
582,"MOCORITO",2283,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'mocorit':1",False,1
583,"NAVOLATO",2287,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'navolat':1",False,1
584,"LICENCIADO BENITO JUÁREZ (CAMPO GOBIERNO)",2287,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'benit':2 'camp':4 'gobiern':5 'juarez':3 'licenci':1",False,1
585,"EL ROSARIO",2277,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'rosari':2",False,1
586,"GUASAVE",2280,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'guasav':1",False,1
587,"GUAMÚCHIL",2287,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'guamuchil':1",False,1
588,"SAN IGNACIO",2288,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ignaci':2 'san':1",False,1
589,"SINALOA DE LEYVA",2289,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'leyv':3 'sinalo':1",False,1
590,"APIZACO",2023,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'apizac':1",False,1
591,"CALPULALPAN",2027,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'calpulalp':1",False,1
592,"CHIAUTEMPAN",2029,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'chiautemp':1",False,1
593,"HUAMANTLA",2037,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'huamantl':1",False,1
594,"VILLA VICENTE GUERRERO",2067,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'guerrer':3 'vicent':2 'vill':1",False,1
595,"TLAXCALA DE XICOHTÉNCATL",2089,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tlaxcal':1 'xicohtencatl':3",False,1
596,"KANASÍN",1491,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'kanasin':1",False,1
597,"MÉRIDA",1520,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'mer':1",False,1
598,"MOTUL DE CARRILLO PUERTO",1522,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'carrill':3 'motul':1 'puert':4",False,1
599,"TICUL",1583,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ticul':1",False,1
600,"TIZIMÍN",1595,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tizimin':1",False,1
601,"VALLADOLID",1310,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'valladol':1",False,1
602,"VÍCTOR ROSALES",1307,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'rosal':2 'victor':1",False,1
603,"CIUDAD CUAUHTÉMOC",1310,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ciud':1 'cuauhtemoc':2",False,1
604,"FRESNILLO",1312,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'fresnill':1",False,1
605,"JALPA",1322,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'jalp':1",False,1
