"id","ciudad","municipio_id","ip","host","deleted_at","created_at","updated_at","searchtext","status","creado_por_id"
606,"JEREZ DE GARCÍA SALINAS",1324,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'garc':3 'jerez':1 'salin':4",False,1
607,"JUAN ALDAMA",1327,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'aldam':2 'juan':1",False,1
608,"LORETO",1332,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'loret':1",False,1
609,"LUIS MOYA",1333,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'luis':1 'moy':2",False,1
610,"MOYAHUA DE ESTRADA",1341,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'estrad':3 'moyahu':1",False,1
611,"NOCHISTLÁN DE MEJÍA",1343,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'mej':3 'nochistlan':1",False,1
612,"OJOCALIENTE",1345,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'ojocalient':1",False,1
613,"SOMBRERETE",1355,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'sombreret':1",False,1
614,"VILLA DE COS",1368,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'cos':3 'vill':1",False,1
615,"VILLA HIDALGO",1372,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'hidalg':2 'vill':1",False,1
616,"VILLANUEVA",1373,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'villanuev':1",False,1
617,"ZACATECAS",1375,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'zacatec':1",False,1
618,"BALANCAN",2336,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'balanc':1",False,1
619,"JALAPA",2372,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'jalap':1",False,1
620,"NACAJUCA",2380,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'nacajuc':1",False,1
621,"TACOTALPA",2383,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'tacotalp':1",False,1
622,"JONUTA",2377,"","",NULL,"2020-07-08 16:33:33","2020-07-08 16:33:33","'jonut':1",False,1
623,"VILLAHERMOSA",2007,"","",NULL,"2020-10-07 01:08:17","2020-10-07 01:08:17","'villaherm':1",False,1
624,"CARDENAS",2005,"","",NULL,"2020-10-07 01:43:15","2020-10-07 01:43:15","'carden':1",False,1
625,"NACAJUCA",2016,"","",NULL,"2020-10-07 01:50:15","2020-10-07 01:50:15","'nacajuc':1",False,1
626,"COMALCALCO",2008,"","",NULL,"2020-10-07 02:32:37","2020-10-07 02:32:37","'comalcalc':1",False,1
627,"CUAJIMALPA DE MORELOS",187,"","",NULL,"2020-10-07 03:55:56","2020-10-07 03:55:56","'cuajimalp':1 'morel':3",False,1
628,"COYOACAN",186,"","",NULL,"2020-10-07 03:55:57","2020-10-07 03:55:57","'coyoac':1",False,1
629,"MACUSPANA",2015,"","",NULL,"2020-10-07 03:55:57","2020-10-07 03:55:57","'macuspan':1",False,1
630,"CUAUHTEMOC",198,"","",NULL,"2020-10-07 03:56:00","2020-10-07 03:56:00","'cuauhtemoc':1",False,1
631,"TUXTLA GUTIERREZ",39,"","",NULL,"2020-10-07 03:56:01","2020-10-07 03:56:01","'gutierrez':2 'tuxtl':1",False,1
632,"BENITO JUAREZ",197,"","",NULL,"2020-10-07 03:56:03","2020-10-07 03:56:03","'benit':1 'juarez':2",False,1
633,"PUEBLA",1024,"","",NULL,"2020-10-07 03:56:03","2020-10-07 03:56:03","'puebl':1",False,1
634,"MERIDA",2447,"","",NULL,"2020-10-07 03:56:05","2020-10-07 03:56:05","'mer':1",False,1
635,"ALVARO OBREGON",193,"","",NULL,"2020-10-07 03:56:08","2020-10-07 03:56:08","'alvar':1 'obregon':2",False,1
636,"TLALPAN",195,"","",NULL,"2020-10-07 03:56:10","2020-10-07 03:56:10","'tlalp':1",False,1
637,"VILLAHERMOSA",2017,"","",NULL,"2020-10-07 03:56:12","2020-10-07 03:56:12","'villaherm':1",False,1
638,"MIGUEL HIDALGO",199,"","",NULL,"2020-10-07 03:56:14","2020-10-07 03:56:14","'hidalg':2 'miguel':1",False,1
639,"TLALNEPANTLA DE BAZ",594,"","",NULL,"2020-10-07 03:56:16","2020-10-07 03:56:16","'baz':3 'tlalnepantl':1",False,1
640,"NAUCALPAN DE JUAREZ",547,"","",NULL,"2020-10-07 03:56:17","2020-10-07 03:56:17","'juarez':3 'naucalp':1",False,1
641,"HUIMANGUILLO",2011,"","",NULL,"2020-10-07 03:56:17","2020-10-07 03:56:17","'huimanguill':1",False,1
642,"MONTERREY",1154,"","",NULL,"2020-10-07 03:56:18","2020-10-07 03:56:18","'monterrey':1",False,1
643,"TEAPA",2019,"","",NULL,"2020-10-07 03:56:20","2020-10-07 03:56:20","'teap':1",False,1
644,"EMILIANO ZAPATA",2010,"","",NULL,"2020-10-07 03:56:28","2020-10-07 03:56:28","'emilian':1 'zapat':2",False,1
645,"BALANCAN",2004,"","",NULL,"2020-10-07 03:56:28","2020-10-07 03:56:28","'balanc':1",False,1
646,"SAN PEDRO CHOLULA",1050,"","",NULL,"2020-10-07 03:56:31","2020-10-07 03:56:31","'cholul':3 'pedr':2 'san':1",False,1
647,"TENOSIQUE",2020,"","",NULL,"2020-10-07 03:56:32","2020-10-07 03:56:32","'tenosiqu':1",False,1
648,"CENTLA",2006,"","",NULL,"2020-10-07 03:56:32","2020-10-07 03:56:32","'centl':1",False,1
649,"PARAISO",2017,"","",NULL,"2020-10-07 03:56:33","2020-10-07 03:56:33","'parais':1",False,1
650,"AZCAPOTZALCO",185,"","",NULL,"2020-10-07 03:56:33","2020-10-07 03:56:33","'azcapotzalc':1",False,1
651,"JALAPA",2012,"","",NULL,"2020-10-07 03:56:35","2020-10-07 03:56:35","'jalap':1",False,1
652,"MERCED GOMEZ",193,"","",NULL,"2020-10-07 03:56:38","2020-10-07 03:56:38","'gomez':2 'merc':1",False,1
653,"CUNDUACAN",2009,"","",NULL,"2020-10-07 03:56:40","2020-10-07 03:56:40","'cunduac':1",False,1
654,"GUADALAJARA",613,"","",NULL,"2020-10-07 03:56:43","2020-10-07 03:56:43","'guadalaj':1",False,1
655,"VILLAHERMOSA",2019,"","",NULL,"2020-10-07 03:56:46","2020-10-07 03:56:46","'villaherm':1",False,1
656,"ZACATECAS",2085,"","",NULL,"2020-10-07 03:56:49","2020-10-07 03:56:49","'zacatec':1",False,1
657,"TULTITLAN",599,"","",NULL,"2020-10-07 03:56:52","2020-10-07 03:56:52","'tultitl':1",False,1
658,"VILLAHERMOSA",2006,"","",NULL,"2020-10-07 03:56:58","2020-10-07 03:56:58","'villaherm':1",False,1
659,"IZTAPALAPA",190,"","",NULL,"2020-10-07 03:56:59","2020-10-07 03:56:59","'iztapalap':1",False,1
660,"OAXACA DE JUAREZ",1231,"","",NULL,"2020-10-07 03:57:00","2020-10-07 03:57:00","'juarez':3 'oaxac':1",False,1
661,"TACOTALPA",2018,"","",NULL,"2020-10-07 03:57:02","2020-10-07 03:57:02","'tacotalp':1",False,1
662,"LEON",100,"","",NULL,"2020-10-07 03:57:03","2020-10-07 03:57:03","'leon':1",False,1
663,"SAN PEDRO TLAQUEPAQUE",671,"","",NULL,"2020-10-07 03:57:06","2020-10-07 03:57:06","'pedr':2 'san':1 'tlaquepaqu':3",False,1
664,"GUSTAVO A. MADERO",188,"","",NULL,"2020-10-07 03:57:16","2020-10-07 03:57:16","'gustav':1 'mader':3",False,1
665,"CANCUN",1145,"","",NULL,"2020-10-07 03:57:19","2020-10-07 03:57:19","'cancun':1",False,1
666,"JALPA DE MENDEZ",2013,"","",NULL,"2020-10-07 03:57:22","2020-10-07 03:57:22","'jalp':1 'mendez':3",False,1
667,"JONUTA",2014,"","",NULL,"2020-10-07 03:57:26","2020-10-07 03:57:26","'jonut':1",False,1
668,"MAZATLAN",1851,"","",NULL,"2020-10-07 03:57:30","2020-10-07 03:57:30","'mazatl':1",False,1
669,"SAN PEDRO GARZA GARCIA",1005,"","",NULL,"2020-10-07 03:57:35","2020-10-07 03:57:35","'garci':4 'garz':3 'pedr':2 'san':1",False,1
670,"TAMPICO",2120,"","",NULL,"2020-10-07 03:57:39","2020-10-07 03:57:39","'tampic':1",False,1
671,"TIJUANA",2102,"","",NULL,"2020-10-07 05:01:31","2020-10-07 05:01:31","'tijuan':1",False,1
672,"ALLENDE",990,"","",NULL,"2020-10-07 05:01:32","2020-10-07 05:01:32","'allend':1",False,1
673,"MONTEMORELOS",1153,"","",NULL,"2020-10-07 05:01:33","2020-10-07 05:01:33","'montemorel':1",False,1
674,"HUEJOTZINGO",916,"","",NULL,"2020-10-07 05:01:36","2020-10-07 05:01:36","'huejotzing':1",False,1
675,"VENUSTIANO CARRANZA",200,"","",NULL,"2020-10-07 05:01:38","2020-10-07 05:01:38","'carranz':2 'venustian':1",False,1
676,"SAN ANDRES CHOLULA",1029,"","",NULL,"2020-10-07 05:01:45","2020-10-07 05:01:45","'andres':2 'cholul':3 'san':1",False,1
677,"XOCHIMILCO",196,"","",NULL,"2020-10-07 05:01:45","2020-10-07 05:01:45","'xochimilc':1",False,1
678,"CHIHUAHUA",136,"","",NULL,"2020-10-07 05:01:46","2020-10-07 05:01:46","'chihuahu':1",False,1
679,"REYNOSA",2114,"","",NULL,"2020-10-07 05:01:50","2020-10-07 05:01:50","'reynos':1",False,1
680,"TUXTLA GUTIERREZ",297,"","",NULL,"2020-10-07 05:01:52","2020-10-07 05:01:52","'gutierrez':2 'tuxtl':1",False,1
681,"QUERETARO",1140,"","",NULL,"2020-10-07 05:01:53","2020-10-07 05:01:53","'queretar':1",False,1
682,"LA MAGDALENA CONTRERAS",191,"","",NULL,"2020-10-07 05:01:54","2020-10-07 05:01:54","'contrer':3 'magdalen':2",False,1
683,"COACALCO DE BERRIOZABAL",717,"","",NULL,"2020-10-07 05:01:56","2020-10-07 05:01:56","'berriozabal':3 'coacalc':1",False,1
684,"SAN SEBASTIAN TUTLA",1512,"","",NULL,"2020-10-07 05:01:57","2020-10-07 05:01:57","'san':1 'sebasti':2 'tutl':3",False,1
685,"CUERNAVACA",869,"","",NULL,"2020-10-07 05:02:00","2020-10-07 05:02:00","'cuernavac':1",False,1
686,"CORREGIDORA",1131,"","",NULL,"2020-10-07 05:02:03","2020-10-07 05:02:03","'corregidor':1",False,1
687,"NEZAHUALCOYOTL",549,"","",NULL,"2020-10-07 05:02:05","2020-10-07 05:02:05","'nezahualcoyotl':1",False,1
688,"YECAPIXTLA",963,"","",NULL,"2020-10-07 05:02:06","2020-10-07 05:02:06","'yecapixtl':1",False,1
689,"CARMEN",2111,"","",NULL,"2020-10-07 05:02:09","2020-10-07 05:02:09","'carm':1",False,1
690,"ECATEPEC DE MORELOS",731,"","",NULL,"2020-10-07 05:02:09","2020-10-07 05:02:09","'ecatepec':1 'morel':3",False,1
691,"AGUASCALIENTES",2088,"","",NULL,"2020-10-07 05:02:13","2020-10-07 05:02:13","'aguascalient':1",False,1
692,"ZAPOPAN",692,"","",NULL,"2020-10-07 05:02:22","2020-10-07 05:02:22","'zapop':1",False,1
693,"PICHUCALCO",5,"","",NULL,"2020-10-07 05:02:25","2020-10-07 05:02:25","'pichucalc':1",False,1
694,"REFORMA",10,"","",NULL,"2020-10-07 05:02:31","2020-10-07 05:02:31","'reform':1",False,1
695,"OCOZOCOAUTLA DE ESPINOSA",339,"","",NULL,"2020-10-07 05:02:38","2020-10-07 05:02:38","'espin':3 'ocozocoautl':1",False,1
696,"METEPEC",544,"","",NULL,"2020-10-07 05:02:39","2020-10-07 05:02:39","'metepec':1",False,1
697,"PALIZADA",2453,"","",NULL,"2020-10-07 05:02:44","2020-10-07 05:02:44","'paliz':1",False,1
698,"PLAYA DEL CARMEN",1779,"","",NULL,"2020-10-07 05:02:54","2020-10-07 05:02:54","'carm':3 'play':1",False,1
699,"TONALA",674,"","",NULL,"2020-10-07 05:02:59","2020-10-07 05:02:59","'tonal':1",False,1
700,"MEXICALI",2100,"","",NULL,"2020-10-07 05:03:02","2020-10-07 05:03:02","'mexicali':1",False,1
701,"XALAPA",2274,"","",NULL,"2020-10-07 15:51:49","2020-10-07 15:52:01","'xalap':1",False,1
702,"COATZACOALCOS",2226,"","",NULL,"2020-10-07 18:21:23","2020-10-07 18:21:23","'coatzacoalc':1",False,1
703,"ORIZABA",2304,"","",NULL,"2020-10-07 18:54:16","2020-10-07 18:54:16","'oriz':1",False,1
704,"TLAJOMULCO DE ZUÑIGA",670,"","",NULL,"2020-10-07 20:00:13","2020-10-20 18:57:07","'tlajomulc':1 'zuñig':3",False,1
705,"MINATITLAN",2294,"","",NULL,"2020-10-08 19:26:26","2020-10-08 19:26:26","'minatitl':1",False,1
706,"BOCA DEL RIO",2214,"","",NULL,"2020-10-08 21:17:59","2020-10-08 21:17:59","'boc':1 'rio':3",False,1
707,"VERACRUZ",2377,"","",NULL,"2020-10-17 01:17:50","2020-10-17 01:17:50","'veracruz':1",False,1
708,"GUADALUPE",1012,"","",NULL,"2020-10-17 01:17:54","2020-10-17 01:17:54","'guadalup':1",False,1
709,"SAN LUIS POTOSI",1809,"","",NULL,"2020-10-17 01:17:55","2020-10-17 01:17:55","'luis':2 'potosi':3 'san':1",False,1
710,"SAN NICOLAS DE LOS GARZA",1161,"","",NULL,"2020-10-17 01:18:00","2020-10-17 01:18:00","'garz':5 'nicol':2 'san':1",False,1
711,"JUAREZ",326,"","",NULL,"2020-10-17 01:18:09","2020-10-17 01:18:09","'juarez':1",False,1
712,"CORDOBA",2231,"","",NULL,"2020-10-17 01:19:06","2020-10-17 01:19:06","'cordob':1",False,1
713,"NATIVITAS",2148,"","",NULL,"2020-10-17 01:19:07","2020-10-17 01:19:07","'nativit':1",False,1
714,"CHILPANCINGO DE LOS BRAVO",363,"","",NULL,"2020-10-17 01:19:19","2020-10-17 01:19:19","'brav':4 'chilpancing':1",False,1
715,"SANTA CATARINA",1162,"","",NULL,"2020-10-17 01:20:44","2020-10-17 01:20:44","'catarin':2 'sant':1",False,1
716,"SAN MARTIN TEXMELUCAN",1042,"","",NULL,"2020-10-17 01:20:58","2020-10-17 01:20:58","'martin':2 'san':1 'texmeluc':3",False,1
717,"RAMOS ARIZPE",227,"","",NULL,"2020-10-17 01:21:16","2020-10-17 01:21:16","'arizp':2 'ram':1",False,1
718,"SAN CRISTOBAL DE LAS CASAS",14,"","",NULL,"2020-10-17 01:21:21","2020-10-17 01:21:21","'cas':5 'cristobal':2 'san':1",False,1
719,"JIUTEPEC",873,"","",NULL,"2020-10-17 01:22:13","2020-10-17 01:22:13","'jiutepec':1",False,1
720,"ATIZAPAN DE ZARAGOZA",710,"","",NULL,"2020-10-17 01:22:18","2020-10-17 01:22:18","'atizap':1 'zaragoz':3",False,1
721,"SALTILLO",230,"","",NULL,"2020-10-17 01:22:22","2020-10-17 01:22:22","'saltill':1",False,1
722,"BENITO JUAREZ",1145,"","",NULL,"2020-10-17 01:22:36","2020-10-17 01:22:36","'benit':1 'juarez':2",False,1
723,"OCOSINGO",337,"","",NULL,"2020-10-17 01:22:40","2020-10-17 01:22:40","'ocosing':1",False,1
724,"ACATZINGO",1739,"","",NULL,"2020-10-17 01:22:51","2020-10-17 01:22:51","'acatzing':1",False,1
725,"GENERAL ESCOBEDO",1007,"","",NULL,"2020-10-17 01:23:12","2020-10-17 01:23:12","'escobed':2 'general':1",False,1
726,"EL SALTO",644,"","",NULL,"2020-10-17 01:23:48","2020-10-17 01:23:48","'salt':2",False,1
727,"ZACAPOAXTLA",1116,"","",NULL,"2020-10-17 01:24:00","2020-10-17 01:24:00","'zacapoaxtl':1",False,1
728,"HUIXQUILUCAN",735,"","",NULL,"2020-10-17 01:24:04","2020-10-17 01:24:04","'huixquiluc':1",False,1
729,"TAPACHULA",27,"","",NULL,"2020-10-17 01:24:08","2020-10-17 01:24:08","'tapachul':1",False,1
730,"CHALCO",723,"","",NULL,"2020-10-17 01:24:10","2020-10-17 01:24:10","'chalc':1",False,1
731,"IZTACALCO",189,"","",NULL,"2020-10-17 01:24:26","2020-10-17 01:24:26","'iztacalc':1",False,1
732,"LAS ROSAS",2008,"","",NULL,"2020-10-17 01:24:36","2020-10-17 01:24:36","'ros':2",False,1
733,"PALENQUE",2,"","",NULL,"2020-10-17 01:24:45","2020-10-17 01:24:45","'palenqu':1",False,1
734,"TOLUCA",596,"","",NULL,"2020-10-17 01:25:44","2020-10-20 16:46:40","'toluc':1",True,1
735,"VILLAFLORES",46,"","",NULL,"2020-10-17 01:27:39","2020-10-17 01:27:39","'villaflor':1",False,1
736,"TLAHUAC",194,"","",NULL,"2020-10-17 01:28:21","2020-10-17 01:28:21","'tlahuac':1",False,1
737,"SANTA LUCIA DEL CAMINO",1557,"","",NULL,"2020-10-17 01:28:35","2020-10-17 01:28:35","'camin':4 'luci':2 'sant':1",False,1
738,"ACAPULCO DE JUAREZ",127,"","",NULL,"2020-10-17 01:28:52","2020-10-17 01:28:52","'acapulc':1 'juarez':3",False,1
739,"CATASAJA",294,"","",NULL,"2020-10-17 01:29:10","2020-10-17 01:29:10","'catasaj':1",False,1
740,"EJIDO DOS CEIBAS",2009,"","",NULL,"2020-10-17 01:29:44","2020-10-17 01:29:44","'ceib':3 'dos':2 'ejid':1",False,1
741,"COL. VILLAHERMOSA",2015,"","",NULL,"2020-10-17 01:29:55","2020-10-17 01:29:55","'col':1 'villaherm':2",False,1
742,"TEXCOCO",589,"","",NULL,"2020-10-17 01:30:00","2020-10-17 01:30:00","'texcoc':1",False,1
743,"ALTAMIRA",2023,"","",NULL,"2020-10-17 01:30:15","2020-10-17 01:30:15","'altamir':1",False,1
744,"TULTEPEC",598,"","",NULL,"2020-10-17 01:30:17","2020-10-17 01:30:17","'tultepec':1",False,1
745,"JESUS MARIA",2092,"","",NULL,"2020-10-17 01:30:19","2020-10-17 01:30:19","'jesus':1 'mari':2",False,1
746,"POZA RICA DE HIDALGO",2317,"","",NULL,"2020-10-17 01:30:45","2020-10-17 01:30:45","'hidalg':4 'poz':1 'ric':2",False,1
747,"APODACA",992,"","",NULL,"2020-10-17 01:30:54","2020-10-17 01:30:54","'apodac':1",False,1
748,"GUADALUPE",1973,"","",NULL,"2020-10-17 01:30:54","2020-10-17 01:30:54","'guadalup':1",False,1
749,"TEPOTZOTLAN",585,"","",NULL,"2020-10-17 01:31:36","2020-10-17 01:31:36","'tepotzotl':1",False,1
750,"CUAUTLANCINGO",882,"","",NULL,"2020-10-17 01:31:39","2020-10-17 01:31:39","'cuautlancing':1",False,1
751,"COSOLEACAQUE",2235,"","",NULL,"2020-10-17 01:31:45","2020-10-17 01:31:45","'cosoleacaqu':1",False,1
752,"VICTORIA",2123,"","",NULL,"2020-10-17 01:33:02","2020-10-17 01:33:02","'victori':1",False,1
753,"CUAUTITLAN",721,"","",NULL,"2020-10-17 01:33:15","2020-10-17 01:33:15","'cuautitl':1",False,1
754,"TEAPA VILLAHERMOSA",2019,"","",NULL,"2020-10-17 01:33:17","2020-10-17 01:33:17","'teap':1 'villaherm':2",False,1
755,"NOGALES",1887,"","",NULL,"2020-10-17 01:33:46","2020-10-17 01:33:46","'nogal':1",False,1
756,"PACHUCA DE SOTO",462,"","",NULL,"2020-10-17 01:33:53","2020-10-17 01:33:53","'pachuc':1 'sot':3",False,1
757,"HERMOSILLO",1980,"","",NULL,"2020-10-17 01:34:42","2020-10-17 01:34:42","'hermosill':1",False,1
758,"PUEBLO NUEVO",2020,"","",NULL,"2020-10-17 01:34:55","2020-10-17 01:34:55","'nuev':2 'puebl':1",False,1
759,"CAJEME",1990,"","",NULL,"2020-10-17 01:35:37","2020-10-17 01:35:37","'cajem':1",False,1
760,"CAMPECHE",2109,"","",NULL,"2020-10-17 01:36:39","2020-10-17 01:36:39","'campech':1",False,1
761,"OSTUACAN",340,"","",NULL,"2020-10-17 01:37:55","2020-10-17 01:37:55","'ostuac':1",False,1
762,"CIENEGA DE FLORES",998,"","",NULL,"2020-10-17 01:38:15","2020-10-17 01:38:15","'cieneg':1 'flor':3",False,1
763,"HUAUCHINANGO",912,"","",NULL,"2020-10-17 01:38:25","2020-10-17 01:38:25","'huauchinang':1",False,1
764,"MORELIA",803,"","",NULL,"2020-10-17 01:38:50","2020-10-17 01:38:50","'moreli':1",False,1
765,"PINOTEPA DE DON LUIS",1234,"","",NULL,"2020-10-17 01:38:52","2020-10-17 01:38:52","'don':3 'luis':4 'pinotep':1",False,1
766,"ATLACOMULCO",711,"","",NULL,"2020-10-17 01:39:08","2020-10-17 01:39:08","'atlacomulc':1",False,1
767,"LERMA",541,"","",NULL,"2020-10-17 01:39:22","2020-10-17 01:39:22","'lerm':1",False,1
768,"COATEPEC",2225,"","",NULL,"2020-10-17 01:40:23","2020-10-17 01:40:23","'coatepec':1",False,1
769,"FRONTERA",2006,"","",NULL,"2020-10-17 01:40:53","2020-10-17 01:40:53","'fronter':1",False,1
770,"EMILIANO ZAPATA",436,"","",NULL,"2020-10-17 01:40:59","2020-10-17 01:40:59","'emilian':1 'zapat':2",False,1
771,"ALVARON OBREGON",193,"","",NULL,"2020-10-17 01:41:10","2020-10-17 01:41:10","'alvaron':1 'obregon':2",False,1
772,"CIUDAD DEL CARMEN",2111,"","",NULL,"2020-10-17 01:41:28","2020-10-17 01:41:28","'carm':3 'ciud':1",False,1
773,"TORREON",235,"","",NULL,"2020-10-17 01:41:32","2020-10-17 01:41:32","'torreon':1",False,1
774,"CENTRO",2007,"","",NULL,"2020-10-17 01:41:33","2020-10-17 01:41:33","'centr':1",False,1
775,"PEDRO ESCOBEDO",1137,"","",NULL,"2020-10-17 01:41:52","2020-10-17 01:41:52","'escobed':2 'pedr':1",False,1
776,"IXTACZOQUITLAN",2272,"","",NULL,"2020-10-17 01:42:28","2020-10-17 01:42:28","'ixtaczoquitl':1",False,1
777,"TEPEJI DEL RIO DE OCAMPO",478,"","",NULL,"2020-10-17 01:42:37","2020-10-17 01:42:37","'ocamp':5 'rio':3 'tepeji':1",False,1
778,"GOMEZ PALACIO",245,"","",NULL,"2020-10-17 01:43:02","2020-10-17 01:43:02","'gomez':1 'palaci':2",False,1
779,"COAMLCALCO",2008,"","",NULL,"2020-10-17 01:43:12","2020-10-17 01:43:12","'coamlcalc':1",False,1
780,"ZUMPANGO",745,"","",NULL,"2020-10-17 01:43:31","2020-10-17 01:43:31","'zumpang':1",False,1
781,"VILLAHERMOSA",2008,"","",NULL,"2020-10-17 01:43:33","2020-10-17 01:43:33","'villaherm':1",False,1
782,"VILLAHERMOSA",1154,"","",NULL,"2020-10-17 01:43:44","2020-10-17 01:43:44","'villaherm':1",False,1
783,"VILLAHERMOSA",186,"","",NULL,"2020-10-17 01:43:46","2020-10-17 01:43:46","'villaherm':1",False,1
784,"VILLAHERMOSA",549,"","",NULL,"2020-10-17 01:43:47","2020-10-17 01:43:47","'villaherm':1",False,1
785,"LAGOS DE MORENO",627,"","",NULL,"2020-10-17 01:44:05","2020-10-17 01:44:05","'lag':1 'moren':3",False,1
786,"ASIENTOS",2089,"","",NULL,"2020-10-17 01:44:16","2020-10-17 01:44:16","'asient':1",False,1
787,"TLALPUJAHUA",843,"","",NULL,"2020-10-17 01:44:18","2020-10-17 01:44:18","'tlalpujahu':1",False,1
788,"COZUMEL",1146,"","",NULL,"2020-10-17 01:44:25","2020-10-17 01:44:25","'cozumel':1",False,1
789,"MARTINEZ DE LA TORRE",2288,"","",NULL,"2020-10-17 01:44:48","2020-10-17 01:44:48","'martinez':1 'torr':4",False,1
790,"OTHON P",1778,"","",NULL,"2020-10-17 01:45:06","2020-10-17 01:45:06","'othon':1 'p':2",False,1
791,"FORTIN",2255,"","",NULL,"2020-10-17 01:46:20","2020-10-17 01:46:20","'fortin':1",False,1
792,"COMITAN DE DOMINGUEZ",297,"","",NULL,"2020-10-17 01:46:21","2020-10-17 01:46:21","'comit':1 'dominguez':3",False,1
793,"ATLIXCO",1754,"","",NULL,"2020-10-17 01:46:55","2020-10-17 01:46:55","'atlixc':1",False,1
794,"VILLAHERMOSA",2016,"","",NULL,"2020-10-17 01:47:16","2020-10-17 01:47:16","'villaherm':1",False,1
795,"MINERAL DE LA REFORMA",455,"","",NULL,"2020-10-17 01:47:40","2020-10-17 01:47:40","'mineral':1 'reform':4",False,1
796,"TEPIC",983,"","",NULL,"2020-10-17 01:47:57","2020-10-17 01:47:57","'tepic':1",False,1
797,"SALINA CRUZ",1241,"","",NULL,"2020-10-17 01:49:00","2020-10-17 01:49:00","'cruz':2 'salin':1",False,1
798,"CULIACAN",1845,"","",NULL,"2020-10-17 01:49:02","2020-10-17 01:49:02","'culiac':1",False,1
799,"TEOTIHUACAN",582,"","",NULL,"2020-10-17 01:49:04","2020-10-17 01:49:04","'teotihuac':1",False,1
800,"MANSIONES DEL VALLE",1140,"","",NULL,"2020-10-17 01:49:04","2020-10-17 01:49:04","'mansion':1 'vall':3",False,1
801,"ZACATELCO",2169,"","",NULL,"2020-10-17 01:50:25","2020-10-17 01:50:25","'zacatelc':1",False,1
802,"OCOYOACAC",552,"","",NULL,"2020-10-17 01:50:26","2020-10-17 01:50:26","'ocoyoacac':1",False,1
803,"UMAN",1951,"","",NULL,"2020-10-17 01:50:47","2020-10-17 01:50:47","'uman':1",False,1
804,"ALVARADO",2197,"","",NULL,"2020-10-17 01:51:29","2020-10-17 01:51:29","'alvar':1",False,1
805,"RAFAEL LUCIO",2321,"","",NULL,"2020-10-17 01:51:32","2020-10-17 01:51:32","'luci':2 'rafael':1",False,1
806,"JALACINGO",2273,"","",NULL,"2020-10-17 01:52:15","2020-10-17 01:52:15","'jalacing':1",False,1
807,"CUAUTITLAN IZCALLI",722,"","",NULL,"2020-10-17 01:52:50","2020-10-17 01:52:50","'cuautitl':1 'izcalli':2",False,1
808,"DURANGO",243,"","",NULL,"2020-10-17 01:53:37","2020-10-17 01:53:37","'durang':1",False,1
809,"VILLAHERMOSA",2009,"","",NULL,"2020-10-17 01:54:31","2020-10-17 01:54:31","'villaherm':1",False,1
810,"EMILIANO ZAPATA",2252,"","",NULL,"2020-10-17 01:55:02","2020-10-17 01:55:02","'emilian':1 'zapat':2",False,1
811,"COL. LA TRINCHERA",2020,"","",NULL,"2020-10-17 01:55:16","2020-10-17 01:55:16","'col':1 'trincher':3",False,1
812,"TIZAYUCA",483,"","",NULL,"2020-10-17 01:55:53","2020-10-17 01:55:53","'tizayuc':1",False,1
813,"YUCALPETEN",2447,"","",NULL,"2020-10-17 01:56:33","2020-10-17 01:56:33","'yucalpet':1",False,1
814,"MANZANILLO",276,"","",NULL,"2020-10-17 01:56:33","2020-10-17 01:56:33","'manzanill':1",False,1
815,"LEANDRO ROVIROSA WADE",2006,"","",NULL,"2020-10-17 01:56:35","2020-10-17 01:56:35","'leandr':1 'rovir':2 'wad':3",False,1
816,"OTHON P. BLANCO",1778,"","",NULL,"2020-10-17 01:57:18","2020-10-17 01:57:18","'blanc':3 'othon':1 'p':2",False,1
817,"SANTA MARIA ATZOMPA",1565,"","",NULL,"2020-10-17 01:57:25","2020-10-17 01:57:25","'atzomp':3 'mari':2 'sant':1",False,1
818,"AHOME",1840,"","",NULL,"2020-10-17 01:57:36","2020-10-17 01:57:36","'ahom':1",False,1
819,"RANCHERIA SALOYA SEGUNDA SECC.",2016,"","",NULL,"2020-10-17 01:57:42","2020-10-17 01:57:42","'rancheri':1 'saloy':2 'secc':4 'segund':3",False,1
820,"TLAQUEPAQUE",671,"","",NULL,"2020-10-17 01:57:47","2020-10-17 01:57:47","'tlaquepaqu':1",False,1
